"piR-hsa-23317"	"ENST00000536684.2"	"ENST00000626826.1"	"ENST00000623130.1"	"ENST00000385273.1"	"ENST00000516053.2"	"ENST00000384010.1"	"ENST00000365699.4"	"ENST00000362154.1"	"ENST00000384981.3"	"ENST00000600213.3"	"ENST00000383861.1"	"ENST00000385012.1"	"ENST00000383858.1"	"ENST00000384898.1"	"ENST00000383869.1"	"ENST00000362162.1"	"ENST00000384278.1"	"ENST00000615842.1"	"ENST00000613023.1"
"Sample_1S2"	2.98130783731649	-0.0154710415551281	-0.027193043432077	-0.0114284397473563	1.07578572563642	-0.0359498646983495	0.106996737115223	0.0050230089199058	0.166745092228545	-0.0573976284025868	-0.0363775887924528	0.101528968657387	-0.053664525199869	0.0404454750109346	0.00336406226742557	0.107754912724896	0.165638916382284	0.100775832268756	0.10214865393402	0.0745292766922954
"Sample_1S20"	6.32283141299004	-0.0542728948148456	-0.0385371895800034	-0.0250137556113215	1.66634568287487	-0.0153947953433364	0.0488292771315755	-0.0177559384791249	0.284366177069353	-0.0482886767602313	-0.0673757552037214	0.0482458575236954	-0.0501786402340216	0.013590186234442	0.0353987330344129	0.0469569038228829	0.179560835428731	0.0430892939793057	0.0439954294754872	0.0336810375966792
"Sample_1S21"	1.67742749200932	-0.0203723194173228	-0.0585792743743047	-0.0576614103913878	1.09864218720077	-0.0391459581930303	0.118165629022621	0.00549126983245622	0.142388696183053	-0.0423727792503369	-0.0490963428963989	0.110069787277636	-0.0535008174158239	0.0588465206111954	0.0147780789904846	0.114757671547157	0.153856246044189	0.119565663404641	0.115160197686226	0.113468876414379
"Sample_1S22"	2.79167865437617	-0.0473374997752115	0.00398837096941034	0.0241729153520727	1.16865990135554	-0.0229891996331147	0.0884372311486307	-0.0236442917446355	0.133596702601324	-0.0545782807467598	-0.0621279359072491	0.0934380231907969	-0.0462742136137144	0.0402147837659066	0.00760962999251125	0.0814737445119092	0.154343371620739	0.0830435318622115	0.0828162972836595	0.0907739284834278
"Sample_1S23"	13.6387249519861	-0.0515053286363186	0.0913643490908735	0.158662251420583	0.670421912640683	-0.0440638976670965	0.0831941525256667	-0.0234209810559075	0.136504810762659	-0.0662022919883743	-0.0694897767104039	0.0828925072996503	-0.0609537967020774	0.0422260239546939	-0.0154502360145336	0.0731601318338291	0.145144923918886	0.095700838491691	0.0870368455001359	0.071265002528122
"Sample_1S24"	14.7646109404021	-0.0308847151019254	-0.0604837671088577	-0.055418760227426	0.729611834861002	-0.0415325128668716	0.0486717705757255	0.0148789574690257	0.131595368256465	0.0320278727188686	-0.0527409530292471	0.0545976896714752	-0.0485248642883599	0.0163796641223032	0.0103343689348489	0.0526034039564043	0.113085644348872	0.0558470414867566	0.0566862711120902	0.062481013456171
"Sample_1S25"	12.6942750974884	-0.0243633635315764	-0.0511897581613249	-0.0482070736778601	1.25510470035558	-0.0354669505549937	0.0901009038044141	0.012310319457401	0.149260284753171	-0.0106733265123263	-0.0474103467126958	0.0893456413512845	-0.0396034075547769	0.0343882855317376	0.00152255940173691	0.0851635101817869	0.173494502294977	0.0914557967204295	0.086598967217189	0.072088094330664
"Sample_1S3"	2.22478898456444	-0.0502807904653863	-0.0499245015447591	-0.0440430473887343	0.876898949768226	-0.037841191908338	0.105699182388313	-0.0310789279566387	0.126198943389361	-0.0682690840975515	-0.0666003624524956	0.109696267756939	-0.0601904711146046	0.0612603881485842	0.00206854940952415	0.11088616311585	0.147986673142691	0.116104412711972	0.109412599424592	0.119626408252247
"Sample_1S4"	2.532991982657	-0.0489567747452927	-0.0152671209059345	-0.00895823818274074	0.970375624668777	-0.0372894298831184	0.123859912439967	-0.0267366080212461	0.165366196193619	-0.0724027664837635	-0.0725079418102835	0.115031790017931	-0.0596559699800333	0.0648650073938381	0.00283915141684203	0.124823263684952	0.215356575942091	0.112028860828621	0.109573312627698	0.101130929715165
"Sample_1S5"	2.37998295881592	-0.0444302952370076	-0.0606541600642177	-0.0645862008111886	0.796777989013512	-0.0435583734447303	0.0952634708947639	-0.0249364607321819	0.125135945752925	-0.0667739849224672	-0.0661067546243186	0.0979808511644214	-0.0600742515482352	0.0424510139014804	-0.00388833710004578	0.103418328012796	0.154384290724473	0.0962861425399128	0.086361787554519	0.0796576991627773
"Sample_1S6"	2.44752924347412	-0.0393586920360467	-0.051868702808533	-0.0531654423221412	1.11815166560694	-0.0342722749137794	0.115441248553726	-0.011664243798018	0.123010990674081	-0.0654056453793151	-0.0600926469582093	0.119934623927896	-0.0559947433362336	0.0675287987535372	0.00981174746514785	0.114928492409157	0.151740460351662	0.120838184737726	0.123510671762334	0.109455932506208
"Sample_1S7"	2.14517956977471	-0.049185004552393	-0.0631103688792547	-0.0626896961939395	1.03571565257773	-0.0343277289513821	0.0749167137276174	-0.0250403347228006	0.13410656562839	-0.0678330926678599	-0.0687132239237738	0.0883166481678354	-0.0548312989467625	0.0269671231295455	0.00178474648658516	0.0947944495303439	0.160061472198089	0.0696249630360783	0.0745773523782726	0.0689323011436403
"Sample_1S8"	3.22398706755015	-0.0365604789579814	-0.0319989111738935	-0.0303393572726461	0.792617986190499	-0.0369562226593423	0.13901581085945	-0.0261493307317121	0.131098407601845	-0.0629077512977474	-0.0667974242374097	0.138309354738251	-0.0593569470296381	0.0717692730362471	-0.0190900881458358	0.133979991121685	0.145633718573756	0.134709305065008	0.135481884916684	0.108889409631818
"Sample_1S9"	2.46751046433814	-0.0470839599318845	-0.0560911729934837	-0.0584587983315598	0.805681476946926	-0.0388808149885955	0.0932895848698177	-0.031588842617732	0.126032377920068	-0.0705919237024416	-0.0638971113217752	0.084781347978211	-0.0640324520938747	0.0455442712925008	0.00262288452133836	0.0940958646822626	0.154974268331216	0.102362555703833	0.0909245357618296	0.101907903884121
"Sample_2S1"	2.07552410666776	-0.0265417350563401	-0.0410422394612563	-0.0374301133006222	1.0172891582617	-0.0443696537175843	0.10795019504557	0.00113043527450005	0.136414190535781	-0.054593403230919	-0.0469731543528724	0.104861916009375	-0.0520888892404417	0.0509850823301858	0.0104595744535001	0.102629950186787	0.135436351319825	0.102995095069705	0.0958900206790638	0.077020946434098
"Sample_2S10"	3.00757282964097	-0.0437950685995425	-0.0553356478529647	-0.0489655141510282	0.762664853543246	-0.0501100699819846	0.0596178536168964	-0.0329238569324367	0.133455665503935	-0.0570985192370521	-0.0677252189697474	0.0696436772730217	-0.0576689692158592	0.0240292036270134	-0.0150518327618152	0.0837389463377663	0.168980756051738	0.063942780849566	0.0724074354348686	0.0689597617556427
"Sample_2S11"	17.4249826470072	-0.0425294725831455	-0.0470576332746191	-0.0411923525981654	1.01301603468617	-0.0333191832090992	0.0561564905182502	-0.0160227935659694	0.127048580848674	-0.0538132242442075	-0.068202477246796	0.0604563851068864	-0.0567811881775652	0.00852550591891621	0.00656727952548451	0.0694002512964662	0.176167808489345	0.0603736519385722	0.0629031526420248	0.0574648893929412
"Sample_2S12"	16.5261447125699	-0.0406228701875682	-0.0405472138397292	-0.0394620736511033	0.687533720311704	-0.0407533976356474	0.0886354442272746	-0.0396826055188701	0.10694071665429	-0.0655494926528725	-0.0628221832911409	0.0929926025786683	-0.0620701379635707	0.0299912529141756	-0.0175966702760974	0.0851146613704998	0.185630587781663	0.0890190938478674	0.08447287618323	0.0732419806188336
"Sample_2S13"	1.41020288695466	-0.0370113871129532	-0.049957631931557	-0.0434601968836302	1.11465414478632	-0.0345498245358593	0.115931876280291	-0.0216877824893977	0.154069739381057	-0.06309817442848	-0.0682263936031708	0.119501899436717	-0.0551825019315504	0.0513605651652083	-0.00218217090562837	0.12574787825238	0.139964567401843	0.112345676908669	0.117926119153124	0.109263005616643
"Sample_2S14"	9.71438025065952	-0.0489863503107067	0.00266600339533756	0.0265493028538108	0.934403331470166	-0.0431930350931731	0.0537248415947079	-0.0138797250397558	0.13848245287448	-0.0515696250170421	-0.0651725179893849	0.0584740307002115	-0.0582763075663904	0.013620954623977	-0.0050661268521982	0.0619254177604197	0.15211792407108	0.0567660081335652	0.0580253101869285	0.0364128568017895
"Sample_2S15"	1.24932489932163	-0.0473774423002326	-0.0155015273792966	-0.00805903649340235	0.95227106754477	-0.0442572052015144	0.104426629669868	-0.0322699521706101	0.150262811182072	-0.0674545080745996	-0.0705841016869557	0.0967319929191943	-0.0609455985208545	0.0411781829736246	0.00476508443971228	0.0977988000682461	0.176627838880122	0.103325737909727	0.105119295368735	0.0832334906325828
"Sample_2S16"	10.3778779858323	-0.0304111449140108	0.00080530974862463	0.0073165910432845	0.831599737705953	-0.0430107994828817	0.0689514762202722	-0.00960116253086181	0.167150126322546	0.0304855245034461	-0.0576013621292493	0.0645812640492781	-0.0576786876794269	0.0224906886619445	-0.00205208311395657	0.0698649060398702	0.138344915808948	0.0711006000079872	0.0567479222320377	0.0655475196588182
"Sample_2S17"	7.8529992394643	-0.0545778065311189	-0.0610026753276142	-0.0564193005355903	1.81406752549136	0.00408711688435688	0.0162934640073699	-0.0296288139854617	0.276657167242232	-0.0739917449354858	-0.0719333468810374	0.0208662584019948	-0.0557388951930675	-0.0158553326329951	0.0394102810362564	0.0180997763245169	0.195270862860735	0.0211055861889151	0.0235139285286382	0.0206039010066258
"Sample_2S18"	1.71992354559991	-0.0431587975537373	-0.0641407896950799	-0.0606696725386661	0.85547226013753	-0.0414230316201547	0.0726380860281794	-0.0226247949264478	0.163010315114827	-0.0642702454515141	-0.0660344169466337	0.0746122752831307	-0.0527169048632509	0.0271013311883984	0.00127708667961525	0.0696988920296589	0.150241728193107	0.0769853002493804	0.0666020934496401	0.0733680783857471
"Sample_2S19"	9.01644982100607	-0.0420424747881284	0.192601374982647	0.254537414622709	0.704326635196013	-0.055684393483419	0.0703621601652011	-0.00826826809677898	0.168101013732733	0.00446299144888767	-0.0568194843139574	0.0742577783562317	-0.0287952536620837	0.0285558950812073	-0.00772157805023301	0.0724872628890168	0.180305927428705	0.073786267343455	0.065514102604864	0.0755694787625488
"Sample_2S2"	3.11375093554874	-0.0394564875079982	-0.0588778797221355	-0.0538409498976679	0.956025038332618	-0.0319285622616432	0.0839787126095855	-0.00725572995220315	0.157622477261317	-0.0434830133701899	-0.0627669782901057	0.0799308340224464	-0.04538034939027	0.0358466834376432	0.014026417865305	0.0851355899931305	0.158173178587516	0.0788356278513451	0.0818618906590391	0.0849076024227896
"Sample_2S20"	13.4001448504933	-0.0376850009431266	-0.0636229012920837	-0.058208005681702	0.848446100889959	-0.0485288542534287	0.087061094757974	-0.0380737891108714	0.131902939288835	-0.070374256993664	-0.0695180088096084	0.0870453693529476	-0.0608467285255394	0.0361897942092355	0.00612831243313041	0.0847206059312859	0.16100082969746	0.0887603704748516	0.0815693841797363	0.0974252295848192
"Sample_2S21"	1.41443828152667	-0.0357521986920727	-0.0436121512711347	-0.0346963500574569	0.878260206016025	-0.0321335041622221	0.087938367409107	-0.0197426001823706	0.131308051520409	-0.0442717268865089	-0.0557239485316511	0.0851881788457024	-0.0545810072443266	0.0392985244896838	0.0117525804049666	0.0859746444487776	0.153929903753726	0.0828210259508133	0.0923694009847103	0.095608593039113
"Sample_2S22"	2.88118913286806	-0.0469749303880341	-0.0590526948522516	-0.0588213287209211	0.869955349248073	-0.0439798930771284	0.0704167357590673	-0.0310813312649558	0.124028462196269	-0.0613576443041574	-0.0667323536149168	0.0784466415580977	-0.052744844432658	0.0323934175753574	-0.00372164949826955	0.0773585148749803	0.129600529978033	0.0744636685438811	0.0743356325348984	0.0819132508670611
"Sample_2S23"	2.71724312154709	-0.0512398916643747	-0.00318733334656897	0.0131168568106696	0.670293216741582	-0.0482464666743849	0.0612842417912104	-0.046317626414327	0.0929004827739647	-0.070210459242103	-0.0630516902353367	0.0563316208078766	-0.065469531835451	0.0248613331613283	-0.0239257908034909	0.0611455970888512	0.15410634460657	0.0608462769469928	0.0523295155698407	0.0533948725528451
"Sample_2S24"	17.2389406415637	-0.0544639147100217	-0.0680365598812101	-0.0662239739587708	1.02017806025571	-0.0327677718759388	0.0583760800134702	-0.0227832658518629	0.153719733773991	-0.0618452617488989	-0.0754919564980938	0.0563878863211813	-0.057363404457921	0.0182443052778267	0.0332108133303312	0.0593885237039775	0.150432918631301	0.0462925855338391	0.0587617221830783	0.0774090451332217
"Sample_2S25"	2.03231784107598	-0.0468374975879282	-0.00829164789100367	0.00311248497569731	0.794941366907903	-0.0511002235747174	0.145560094057999	-0.0383344339423082	0.116799289459377	-0.0746146743172535	-0.0700957082990174	0.137878515192538	-0.0670308524624959	0.0750797187314688	-0.00437276512033344	0.143096573452707	0.144145895601522	0.13830685466402	0.141670233854112	0.114710827370563
"Sample_2S3"	3.33806785379167	-0.0481165387347125	-0.0391798417924001	-0.0380759382081663	1.11731954791891	-0.0392517855114554	0.0988837081828564	-0.0257852647628301	0.133791184338445	-0.0594852444604506	-0.0703846490219416	0.105520627544963	-0.0531715509067026	0.0488853463768906	0.0281710263736946	0.0974831990575712	0.159084302254671	0.0933286129215579	0.0998894525508824	0.1088332393103
"Sample_2S4"	2.30014721000407	-0.0215940635015106	0.0275294289842994	0.0358530357239869	0.828824740745957	-0.049205335584777	0.141987198240657	-0.0134641857284255	0.155701361485991	-0.0683038935803862	-0.0511096891236921	0.129536341089914	-0.0581896785520232	0.0685326190956832	0.00337400412763049	0.138460839286704	0.170424621594563	0.14821485630416	0.135875101634181	0.0917667238951969
"Sample_2S5"	3.09715262761166	-0.0504752727297254	-0.0165024195979631	-0.00377031460027031	0.81075231548425	-0.0479591560909901	0.0830653980143033	-0.0372293609353039	0.126457468092871	-0.0632921967629843	-0.0700834168373081	0.0855767285288945	-0.0591063855077402	0.0366634638057752	-0.00737299577754533	0.0818743833415935	0.168888565402456	0.0861083041271778	0.0913384936129608	0.0896736642723392
"Sample_2S6"	3.14809026251151	-0.0406040905997607	-0.0641665831224865	-0.0601136435065816	1.14312928141926	-0.0259913152402314	0.0821555725529984	-0.000618243580773446	0.117243371650235	-0.0431616404040943	-0.0610887369201023	0.0931594871893568	-0.0516595583671409	0.0366244651374588	-0.010193376096964	0.0827056718495855	0.169063926048146	0.0896081502586846	0.0900978501496849	0.0853285726134616
"Sample_2S7"	2.82426628991274	-0.0404925654608106	0.0360693190690334	0.0773652654512436	0.936948544892615	-0.0355132596371946	0.101512338103897	-0.032729243562582	0.126112101929751	-0.0347514359921572	-0.0604882477117785	0.106150223051552	-0.0593368542124345	0.0612341901604562	0.00663187937693432	0.101898349788423	0.161742554730588	0.113006770599639	0.107417683969039	0.116485308648691
"Sample_2S8"	2.40613826384166	-0.0441005055331811	0.0095934737457015	0.0266420847982919	1.62664668418884	-0.0119999879889434	0.0679861238952619	-0.0348504913137584	0.118533735453674	-0.0664104338393469	-0.0649505998080145	0.0699261027250407	-0.0594998389272749	0.0187958555902965	0.0146752374449715	0.0669370399523673	0.127256617422292	0.0651918648726322	0.0713652056845575	0.06359183478499
"Sample_2S9"	2.03327280774936	-0.0409209076169955	0.00654428712158409	0.0353738808526608	0.947183774988342	-0.0394911581107305	0.0642707365559251	-0.0162564225798883	0.219952425463184	-0.00696555434089456	-0.0583237908478203	0.0655078480892181	-0.0308150817536766	0.0315428531282926	0.00808559107974072	0.0617521926338078	0.231696314958204	0.0653633590249547	0.0661420571042402	0.0588398634020411
"Sample_3S1"	1.9303500909428	-0.0453508078474732	0.0340099358683217	0.0554672251361669	0.783524542032902	-0.0396488980824894	0.0625634393828613	-0.0301107330190956	0.176125389257222	-0.0433853736691917	-0.0653766278169809	0.0560085562573282	-0.0473151325503928	0.0297071765779405	-0.0122221171420227	0.0614796556757674	0.207687835653363	0.0660848252233477	0.0675131775050185	0.0575981492858134
"Sample_3S10"	1.76063951640583	-0.0394975754664857	0.0376534932570542	0.0723493078424642	0.961713346411317	-0.0451416026614522	0.0581002756542271	-0.000169528004534722	0.241386371327398	-0.0310405465242125	-0.0557421728958208	0.053150644516003	-0.0360799750356292	0.0256737121725941	0.0121086456446402	0.0566637351348539	0.180995922584211	0.0544350145132334	0.0505699032755078	0.0490940643088901
"Sample_3S11"	18.7973045928644	-0.0488354463722857	0.000811843874173827	0.0276311790913538	0.937773746344153	-0.0489091935658955	0.155777109420842	-0.035514007226845	0.138057114664019	-0.0597019074461383	-0.0747241108293819	0.157890316725226	-0.0612581975433436	0.07834818886645	-0.00279335270828365	0.152748847120532	0.15656275513672	0.153800059216701	0.148369339021494	0.116337774313699
"Sample_3S12"	6.41824119318827	-0.0379991348268387	0.283528740961745	0.372460687881573	0.704897021664085	-0.0428270206848245	0.106868407497293	-0.0315826699584147	0.203641933289786	-0.0440310590394088	-0.0584724854211146	0.101838187232925	-0.0396526679597094	0.0615213025604001	-0.0126048655075875	0.0933216482398495	0.183514648008323	0.0993211943088936	0.111113347634411	0.107023014605099
"Sample_3S13"	7.08336171229621	-0.0479516773000382	-0.0631780648499713	-0.0619060390177314	0.900729338534995	-0.0449266754982656	0.0790987348085834	-0.0208389349573483	0.256258926111328	-0.0499526873473007	-0.0620428629835482	0.0683221988628278	-0.0332912293217268	0.0473643705657923	-0.000848036741637572	0.0750539939661241	0.235961430091347	0.0797954215483424	0.0801774023455808	0.0687316090079816
"Sample_3S14"	10.0423646545199	-0.0394207811646459	-0.0378699943639149	-0.0336985284844489	0.770303568743444	-0.0403179721856767	0.102172806010022	-0.0229952696131061	0.122420859095662	-0.0527441866789024	-0.0611079717945722	0.10162503087236	-0.0543235311688164	0.0575756154796097	0.00769244975718103	0.0978134657744356	0.168172010385482	0.0921801368602954	0.105341839604624	0.105781261007833
"Sample_3S15"	12.5704684009948	-0.0295545904966807	-0.039791106057536	-0.0435917070376968	0.673121671705236	-0.050292682605883	0.0774192095068766	-0.0283457972077999	0.0888851839803287	-0.0640484270895716	-0.0624043722345169	0.0942658981277852	-0.0612021021071035	0.0425973150506581	-0.018757535791885	0.0923639550475464	0.161411087773968	0.0895088967900584	0.0905239378986685	0.0821875948589423
"Sample_3S16"	1.16569369500545	-0.0478781673834746	-0.0610346651494602	-0.0653470914066825	0.917843088207445	-0.0287126360885283	0.0760053256001138	-0.0329778079474175	0.109630686364244	-0.0627198850404965	-0.063468393865919	0.0791874392995205	-0.0508994886175367	0.0384322942867256	0.00497615125205968	0.0761284666162758	0.192195077860001	0.0736230151425097	0.0763097330828366	0.0762596299412631
"Sample_3S17"	14.9341285024976	-0.0411135783644353	-0.0284434078688945	-0.0227832703055187	0.738837390950768	-0.0562914120585071	0.0553298771854153	-0.039080076761959	0.150818462113175	-0.053516864548672	-0.0607781310965898	0.053723584322882	-0.0604116866817195	0.0231596962322286	-0.00132338333769094	0.0485857339628569	0.131093208892794	0.0580637841793108	0.0528887025457265	0.040769856113075
"Sample_3S18"	1.43377714743697	-0.0394010999014961	-0.052476332696907	-0.0473247101987117	0.681532934512149	-0.0495847073717318	0.0817395197443955	-0.0205572770247121	0.147429745062533	-0.0647784760921637	-0.0659395980650736	0.0802039487592506	-0.0586500810554934	0.0304166109890765	0.0131176120994369	0.0867835221578408	0.150830090294776	0.0912117021447856	0.0797197490602943	0.0818285873415895
"Sample_3S19"	0.973667441458411	-0.0448722148044843	-0.0502954928088122	-0.04190808655002	0.636994204695044	-0.0549852826262019	0.0744946452362389	-0.0250937239120571	0.121009806342783	-0.066773897248691	-0.0586277239813839	0.0613182555358985	-0.0626397025652403	0.0217866972898647	-0.019797852431353	0.0584206508613643	0.129605847063402	0.0637203887716194	0.0642095277446821	0.0458072793380556
"Sample_3S2"	3.3861805645666	-0.0427290977387538	-0.0627259616294161	-0.0657305831295693	1.04343482953499	-0.0298848525857096	0.0922299883969434	-0.0346996543314289	0.141446945606545	-0.0606912079212698	-0.0676738630722014	0.0917085751062123	-0.0556106090108945	0.0451284638566354	0.00548606838766382	0.0986329944710341	0.177289961866819	0.0963592355211732	0.0973235893885814	0.0986378168836364
"Sample_3S20"	10.0423348424291	-0.039549158550061	-0.0343075925963736	-0.030334724642272	0.950152085814226	-0.0375565055033903	0.0892191426824232	-0.0264403446906005	0.146586937534404	-0.0481594696054694	-0.0595768745219123	0.0963120527889166	-0.0566626282042113	0.0503131884025003	0.0126666583903518	0.0882261936528535	0.146853197792197	0.0988357116906845	0.0980722819757545	0.0865211900619495
"Sample_3S21"	12.8247305342471	-0.0453290800646821	-0.06012159949152	-0.0635048893850879	0.825902337557291	-0.0452935765581617	0.0772968597730226	-0.0278726551054579	0.110472121806095	-0.0391955324394972	-0.0680271949370569	0.0869847425179546	-0.0526779727499297	0.0402541278155632	0.0188195839277019	0.0933387010721834	0.138195515644668	0.0871260705241202	0.0818008454612238	0.0991149345248861
"Sample_3S22"	2.79466893894676	-0.0410597827471967	-0.0552065868052589	-0.0506491392867135	0.969654261536352	-0.0337883125773625	0.0623954706386073	-0.0287328596826974	0.140215254746888	-0.0469204849211607	-0.0614437563995384	0.0713880675320543	-0.057340896581362	0.0237906074299619	0.00541565326015437	0.0648640601649636	0.12891724455574	0.0649630295623855	0.0785100971282176	0.0755268693183804
"Sample_3S23"	3.56172149068162	-0.0462764550895753	-0.0585165028504325	-0.054907879935879	0.944300885246108	-0.0401000397989814	0.068405291389855	-0.0305310700669061	0.154228511374137	-0.0566809268323139	-0.0745693499212946	0.0671610189064863	-0.0548761633700723	0.0319680819671085	0.00933654365907602	0.0697678037420446	0.133928917980817	0.0691627138009002	0.0676207825983713	0.0679259155763837
"Sample_3S24"	14.8803138664303	-0.0404015843356073	-0.0543868232757418	-0.0565317279340202	0.798064180795522	-0.0320377804994553	0.110040852045596	-0.0344594440272482	0.098954031162485	-0.0612934697978987	-0.06083930593097	0.11655775350545	-0.0582197907758309	0.0644140502778178	-0.0174906474854873	0.117602464240191	0.184972906776054	0.109638792935465	0.10448609469232	0.117812694580765
"Sample_3S25"	9.39320585372805	-0.0504821007150923	-0.0554056159865842	-0.0536556043972338	0.993253829411853	-0.0419732675480708	0.0445834765173698	-0.0409058927659003	0.130060668122275	-0.0603780468844886	-0.0645634194018244	0.0513885054862588	-0.0576858634902118	0.0134183742008098	-0.0136574127527669	0.0490696467243577	0.108750506961089	0.0489242198887256	0.0535489848932583	0.0478394172008531
"Sample_3S3"	2.83646470181729	-0.0340426806740238	0.0986224472411496	0.127786125703099	0.809907152372065	-0.0480883277044007	0.0893090279755387	-0.0255014847572029	0.13082508234613	-0.0588600482892105	-0.0584155626193278	0.0999510459446736	-0.0578594061055165	0.0492961417459016	-0.00965706285750634	0.100085331468321	0.141388283243178	0.100965819922371	0.10115829584314	0.0946943042015712
"Sample_3S4"	1.84871949810609	-0.0411453232390224	0.00662555617533869	0.0341989505044255	1.11686206972902	-0.0236942788679631	0.0500187543833567	0.00910037393330112	0.33883759331987	-0.01100741444678	-0.060696466842954	0.0600087521341948	0.0122603433412191	0.024224688006311	0.0315747920749326	0.0529796506725693	0.202112747723785	0.0492035230499795	0.0457134579187318	0.0428187806701805
