"ENST00000623130.1"	"ENST00000536684.2"	"ENST00000385273.1"	"piR-hsa-23317"	"ENST00000384886.3"	"ENST00000365699.4"	"ENST00000516053.2"	"ENST00000383858.1"	"ENST00000384278.1"	"ENST00000373741.8"	"ENST00000362154.1"	"ENST00000626826.1"	"ENST00000384981.3"	"ENST00000629295.1"	"ENST00000362330.2"	"ENST00000364908.1"	"ENST00000384619.1"	"ENST00000384610.1"	"ENST00000383861.1"	"ENST00000383869.1"	"ENST00000600213.3"	"30951"	"ENST00000362162.1"	"piR-hsa-20572_3700"	"30972"	"ENST00000385201.1"	"ENST00000385012.1"	"ENST00000384010.1"	"ENST00000362602.1"	"ENST00000385024.1"	"ENST00000540040.2"	"ENST00000385255.3"	"ENST00000364421.1"	"ENST00000383925.1"	"ENST00000362150.3"	"ENST00000610976.1"	"ENST00000384898.1"	"ENST00000386972.1"	"ENST00000385301.1"	"ENST00000613023.1"
"Sample_1S19"	-0.0491509539186819	-0.0528693575265618	1.15131704983764	9.79864967974333	-0.0554246806137507	-0.0233773238470792	-0.0244677966662847	0.0571591257981694	0.103957518534983	-0.0616999873056073	0.127117191073295	-0.0465738462816785	-0.0605900256511383	-0.0675599745386424	-0.0260530076461905	12.3568765179783	0.064190981658496	0.0282693091339558	0.107168378729536	0.111905960578353	-0.0658718151588346	-0.0736650039787631	0.175133699073145	0.0820927720191957	-0.0704569429022313	0.695129967388995	-0.0553406458388534	0.099787335911989	-0.0651638223977042	0.0251272459783921	-0.0526090648678652	-0.0703394651535176	0.0764720610619365	0.0992912245176051	3.94155440159783	0.0916052905232418	0.00924210882253276	2.02510430447001	-0.0184980202750212	0.0885295341324862
"Sample_1S2"	-0.0114284397473563	-0.0154710415551281	1.07578572563642	2.98130783731649	-0.0319000274478388	0.0050230089199058	-0.0359498646983495	0.0404454750109346	0.100775832268756	-0.0467364463249645	0.166745092228545	-0.027193043432077	-0.0573976284025868	-0.0598237322069056	0.0148923299654551	19.0166139777662	0.0598612118426087	0.00904475641311686	0.101528968657387	0.107754912724896	-0.0363775887924528	-0.0752088259008436	0.165638916382284	0.1207972558507	-0.0658450799082837	0.764586138198788	-0.053664525199869	0.106996737115223	-0.065744936124217	0.00378579505600878	-0.030225711882956	-0.0608872596508197	0.0767956648586306	0.107299134129525	2.70045111571714	0.105705527433282	0.00336406226742557	2.02307342042916	-0.0207018366353949	0.0745292766922954
"Sample_1S20"	-0.0250137556113215	-0.0542728948148456	1.66634568287487	6.32283141299004	-0.0437565527640281	-0.0177559384791249	-0.0153947953433364	0.013590186234442	0.0430892939793057	-0.0690971005419027	0.284366177069353	-0.0385371895800034	-0.0482886767602313	-0.0586159387788759	-0.0100339613379437	16.5200034163422	0.0179494656842037	0.00178731181275676	0.0482458575236954	0.0469569038228829	-0.0673757552037214	-0.0727440326380827	0.179560835428731	0.0745850412933702	-0.068710515543952	0.841423869159427	-0.0501786402340216	0.0488292771315755	-0.0616000621510435	0.0345982794341793	-0.050479394656926	-0.0631875169586418	0.0356072367770933	0.0469670575026734	5.29690949131613	0.0348623366372584	0.0353987330344129	1.83011841560716	-0.0210457223996876	0.0336810375966792
"Sample_1S21"	-0.0576614103913878	-0.0203723194173228	1.09864218720077	1.67742749200932	-0.026272876945064	0.00549126983245622	-0.0391459581930303	0.0588465206111954	0.119565663404641	-0.0675804606422694	0.142388696183053	-0.0585792743743047	-0.0423727792503369	-0.0733468828049884	0.0151314822683347	23.3904815968277	0.0581681383894435	0.0372825398423289	0.110069787277636	0.114757671547157	-0.0490963428963989	-0.0752435219905141	0.153856246044189	0.0910461788124726	-0.0682856938196476	0.690976812943464	-0.0535008174158239	0.118165629022621	-0.0685500975046541	0.00379144108775463	-0.0406545116148298	-0.0630810124692507	0.160727541359986	0.110305686720487	3.50056608335298	0.107179768180788	0.0147780789904846	1.95419910343591	-0.0194062964977622	0.113468876414379
"Sample_1S22"	0.0241729153520727	-0.0473374997752115	1.16865990135554	2.79167865437617	-0.0302997520204687	-0.0236442917446355	-0.0229891996331147	0.0402147837659066	0.0830435318622115	-0.0452492489207649	0.133596702601324	0.00398837096941034	-0.0545782807467598	-0.0477287412623075	-0.028939566193425	10.7448901000871	0.0460287890767334	0.0186681785222339	0.0934380231907969	0.0814737445119092	-0.0621279359072491	-0.0718968221429715	0.154343371620739	0.203717967720937	-0.0710294130512464	0.587032781763417	-0.0462742136137144	0.0884372311486307	-0.0565555424069942	0.0435633883471369	-0.0515307283311454	-0.0668854594324866	0.079624405540156	0.076653320485039	3.47810051960435	0.0801980698784911	0.00760962999251125	2.23952185276756	0.0080651383793653	0.0907739284834278
"Sample_1S23"	0.158662251420583	-0.0515053286363186	0.670421912640683	13.6387249519861	0.0213481601436794	-0.0234209810559075	-0.0440638976670965	0.0422260239546939	0.095700838491691	-0.0443973349411583	0.136504810762659	0.0913643490908735	-0.0662022919883743	0.000982630792443905	-0.0218010880935176	11.8413175487689	0.0427633054121168	0.0195289190469732	0.0828925072996503	0.0731601318338291	-0.0694897767104039	-0.0712030286836969	0.145144923918886	0.391021158815047	-0.0666827682277428	0.688959083326172	-0.0609537967020774	0.0831941525256667	-0.0497336174072835	0.00150128020756272	-0.0474512145248355	-0.0550047573685624	0.0342391274795886	0.0974451135446895	2.60855588790879	0.0797054673179233	-0.0154502360145336	1.99982563657405	-0.0191394540568932	0.071265002528122
"Sample_1S24"	-0.055418760227426	-0.0308847151019254	0.729611834861002	14.7646109404021	-0.0375527746461858	0.0148789574690257	-0.0415325128668716	0.0163796641223032	0.0558470414867566	-0.0666826009119628	0.131595368256465	-0.0604837671088577	0.0320278727188686	-0.0706207889529758	0.0740690657962135	37.0268056925036	0.0206577073737819	0.00214479852575059	0.0545976896714752	0.0526034039564043	-0.0527409530292471	-0.0742213101632073	0.113085644348872	0.0517650783173655	-0.0680295497610008	0.986005842482728	-0.0485248642883599	0.0486717705757255	-0.0579569078264649	0.00574499057198067	-0.0412165404484117	-0.0623801035734437	0.0779174650718842	0.0583923704203854	2.97880260196389	0.0456635813712319	0.0103343689348489	2.09010320017814	-0.0230804253693954	0.062481013456171
"Sample_1S25"	-0.0482070736778601	-0.0243633635315764	1.25510470035558	12.6942750974884	-0.0317724686972291	0.012310319457401	-0.0354669505549937	0.0343882855317376	0.0914557967204295	-0.0682701514605694	0.149260284753171	-0.0511897581613249	-0.0106733265123263	-0.0689901164084274	0.0422236307585591	27.0554269021129	0.048607300433973	0.0242872234964089	0.0893456413512845	0.0851635101817869	-0.0474103467126958	-0.0724788068952733	0.173494502294977	0.0828542487774101	-0.0680490864088805	0.787491136065545	-0.0396034075547769	0.0901009038044141	-0.0645721163553962	0.0556595127594943	-0.0394339242067463	-0.0586409738567309	0.0849386644604641	0.0902014131869059	3.4897687864617	0.0875546513954482	0.00152255940173691	1.83566882968648	-0.00560231247152533	0.072088094330664
"Sample_1S3"	-0.0440430473887343	-0.0502807904653863	0.876898949768226	2.22478898456444	-0.0580121801879427	-0.0310789279566387	-0.037841191908338	0.0612603881485842	0.116104412711972	-0.0650141795796698	0.126198943389361	-0.0499245015447591	-0.0682690840975515	-0.0661782010519364	-0.0255357847362678	13.8676538488245	0.0585061673548894	0.0379933063593664	0.109696267756939	0.11088616311585	-0.0666003624524956	-0.0716589121500531	0.147986673142691	0.0968659050541085	-0.0684887116540853	0.59433171592093	-0.0601904711146046	0.105699182388313	-0.0646485752927607	-0.0143761479917537	-0.0461108374968857	-0.0680388565069058	0.0936778593073721	0.108632514026961	2.81392365772595	0.100567809958416	0.00206854940952415	1.7885881816827	-0.0153041116994349	0.119626408252247
"Sample_1S4"	-0.00895823818274074	-0.0489567747452927	0.970375624668777	2.532991982657	-0.0258573080057301	-0.0267366080212461	-0.0372894298831184	0.0648650073938381	0.112028860828621	-0.0552954284265258	0.165366196193619	-0.0152671209059345	-0.0724027664837635	-0.060497895755847	-0.0397855481950552	13.0882243505039	0.0639946092003466	0.0405065304924533	0.115031790017931	0.124823263684952	-0.0725079418102835	-0.0770516326832362	0.215356575942091	0.151564753344392	-0.0678731615085108	0.610710571881326	-0.0596559699800333	0.123859912439967	-0.059422859300343	0.0398620039855248	-0.0496303257101846	-0.0673671534909672	0.10689969992519	0.107095045347957	2.87109277631604	0.106922964759919	0.00283915141684203	2.19292104441948	-0.00884454754821002	0.101130929715165
"Sample_1S5"	-0.0645862008111886	-0.0444302952370076	0.796777989013512	2.37998295881592	-0.0353190387265857	-0.0249364607321819	-0.0435583734447303	0.0424510139014804	0.0962861425399128	-0.0541886053499751	0.125135945752925	-0.0606541600642177	-0.0667739849224672	-0.0728936938473571	0.0251018210329908	24.9314403831214	0.054234447054029	0.0238629497675447	0.0979808511644214	0.103418328012796	-0.0661067546243186	-0.0710221973491644	0.154384290724473	0.0728921345181025	-0.0652928097961766	0.650717337047475	-0.0600742515482352	0.0952634708947639	-0.0578567341067042	-0.000802665215674968	-0.0456641544201091	-0.0589025698926441	0.0657130229657188	0.0875081540876641	2.23755186915092	0.088302726272825	-0.00388833710004578	1.93188333926545	-0.0225944594834914	0.0796576991627773
"Sample_1S6"	-0.0531654423221412	-0.0393586920360467	1.11815166560694	2.44752924347412	-0.0492845226920412	-0.011664243798018	-0.0342722749137794	0.0675287987535372	0.120838184737726	-0.0705318512946182	0.123010990674081	-0.051868702808533	-0.0654056453793151	-0.074331557756624	-0.00406351035382359	17.8559131992257	0.0695527263987823	0.0271782880104915	0.119934623927896	0.114928492409157	-0.0600926469582093	-0.0748716252128587	0.151740460351662	0.0883369431507636	-0.069441090070069	0.583203286757664	-0.0559947433362336	0.115441248553726	-0.0673270354245868	0.00242096343514658	-0.0404353772435518	-0.0673768887018894	0.109165931187543	0.120506475620425	2.70184607969107	0.111069893767437	0.00981174746514785	1.82495527320223	-0.0275265099914255	0.109455932506208
"Sample_1S7"	-0.0626896961939395	-0.049185004552393	1.03571565257773	2.14517956977471	-0.04853852997501	-0.0250403347228006	-0.0343277289513821	0.0269671231295455	0.0696249630360783	-0.0640394488102846	0.13410656562839	-0.0631103688792547	-0.0678330926678599	-0.071393490019985	-0.0339421966878021	12.1859797097863	0.0447646089418401	0.0315754810695029	0.0883166481678354	0.0947944495303439	-0.0687132239237738	-0.0719679174532728	0.160061472198089	0.049060597655103	-0.0700932206088148	0.696206845240255	-0.0548312989467625	0.0749167137276174	-0.0642768290188356	0.0133997198591799	-0.0445950595730048	-0.0654592030349788	0.0609207363677794	0.0885581073688634	2.82304446217079	0.0865653571309696	0.00178474648658516	2.22411217701166	-0.0233599837214438	0.0689323011436403
"Sample_1S8"	-0.0303393572726461	-0.0365604789579814	0.792617986190499	3.22398706755015	-0.0448530389845142	-0.0261493307317121	-0.0369562226593423	0.0717692730362471	0.134709305065008	-0.0568742057876971	0.131098407601845	-0.0319989111738935	-0.0629077512977474	-0.0628698647390261	-0.0183164367104699	12.6275654578102	0.0870771501328597	0.0421676373582454	0.138309354738251	0.133979991121685	-0.0667974242374097	-0.0713604992611519	0.145633718573756	0.200181015618506	-0.0647676055259102	0.530738754298092	-0.0593569470296381	0.13901581085945	-0.0627833726073549	-0.00470186600224733	-0.0385205573795897	-0.0651690044345946	0.0954389353937246	0.129966393703643	2.19328284155495	0.128591543389232	-0.0190900881458358	2.0615796219993	-0.0365878638672522	0.108889409631818
"Sample_1S9"	-0.0584587983315598	-0.0470839599318845	0.805681476946926	2.46751046433814	-0.0446853731331423	-0.031588842617732	-0.0388808149885955	0.0455442712925008	0.102362555703833	-0.0594753015019802	0.126032377920068	-0.0560911729934837	-0.0705919237024416	-0.0729018992770337	-0.0329773944489564	10.9213288387967	0.0389754278691084	0.0214422118940126	0.084781347978211	0.0940958646822626	-0.0638971113217752	-0.0734805147960565	0.154974268331216	0.109631268454448	-0.0673573725419527	0.523708641617822	-0.0640324520938747	0.0932895848698177	-0.0657861809597427	0.0038157391420622	-0.0527864925585678	-0.0703446988160231	0.0795208325579058	0.0997651389493759	3.21684358592956	0.0892284771784991	0.00262288452133836	1.58458269933018	-0.0295618633378512	0.101907903884121
"Sample_2S1"	-0.0374301133006222	-0.0265417350563401	1.0172891582617	2.07552410666776	-0.0174208389972886	0.00113043527450005	-0.0443696537175843	0.0509850823301858	0.102995095069705	-0.0699671497859359	0.136414190535781	-0.0410422394612563	-0.054593403230919	-0.0656408893507136	0.020953426909019	21.8805134849942	0.0440961963493089	0.0182337516597094	0.104861916009375	0.102629950186787	-0.0469731543528724	-0.0738323853320534	0.135436351319825	0.0728100850110692	-0.0653106686952127	0.67837410228493	-0.0520888892404417	0.10795019504557	-0.0647620337804166	0.00853158875957896	-0.0366025442475748	-0.0617175125721142	0.0920845382394293	0.10517170358339	2.72235706530174	0.0955697590819047	0.0104595744535001	2.03844909222022	-0.0293384785836151	0.077020946434098
"Sample_2S10"	-0.0489655141510282	-0.0437950685995425	0.762664853543246	3.00757282964097	-0.012522790790581	-0.0329238569324367	-0.0501100699819846	0.0240292036270134	0.063942780849566	-0.0572811177788895	0.133455665503935	-0.0553356478529647	-0.0570985192370521	-0.0684417291520269	-0.0292196996414515	13.078596909913	0.0337427785050003	0.0109117816144711	0.0696436772730217	0.0837389463377663	-0.0677252189697474	-0.0728247453209742	0.168980756051738	0.097312253061975	-0.0687984055480887	0.522824940843048	-0.0576689692158592	0.0596178536168964	-0.0633593254309532	-0.00759671991910192	-0.046929605606335	-0.0578462320320764	0.0374324913099716	0.0716254547595763	1.88908019043231	0.0742665665290053	-0.0150518327618152	2.03562745811818	-0.0173579394392864	0.0689597617556427
"Sample_2S11"	-0.0411923525981654	-0.0425294725831455	1.01301603468617	17.4249826470072	-0.0334947606597813	-0.0160227935659694	-0.0333191832090992	0.00852550591891621	0.0603736519385722	-0.0578079116513025	0.127048580848674	-0.0470576332746191	-0.0538132242442075	-0.0637566287216111	-0.0325749196342924	12.0700910005932	0.0277473622763265	-0.00390074250622608	0.0604563851068864	0.0694002512964662	-0.068202477246796	-0.0713660580840285	0.176167808489345	0.0794616483592123	-0.0692399024923441	0.71890801955852	-0.0567811881775652	0.0561564905182502	-0.0639072742956042	0.0191450519248444	-0.0486925489955096	-0.0610239511806542	0.0424061386464784	0.0563095139396612	3.46791759006244	0.0605632919781304	0.00656727952548451	2.11115388540862	-0.00610347055775896	0.0574648893929412
"Sample_2S12"	-0.0394620736511033	-0.0406228701875682	0.687533720311704	16.5261447125699	-0.0535102377577946	-0.0396826055188701	-0.0407533976356474	0.0299912529141756	0.0890190938478674	-0.0330259629671225	0.10694071665429	-0.0405472138397292	-0.0655494926528725	-0.0623198633960366	-0.0349105539438363	11.0386301875237	0.0478002852916313	0.00867708073547029	0.0929926025786683	0.0851146613704998	-0.0628221832911409	-0.0682966961864149	0.185630587781663	0.13115531435129	-0.0673573929722979	0.514245927835933	-0.0620701379635707	0.0886354442272746	-0.0612309783139454	-0.0287090971056576	-0.0397639053349495	-0.0635986154838342	0.0416564878814014	0.0934655395563713	1.58191912225261	0.090577220048492	-0.0175966702760974	1.66972165977934	-0.0304968895246645	0.0732419806188336
"Sample_2S13"	-0.0434601968836302	-0.0370113871129532	1.11465414478632	1.41020288695466	-0.0373271464774037	-0.0216877824893977	-0.0345498245358593	0.0513605651652083	0.112345676908669	-0.0693040900166064	0.154069739381057	-0.049957631931557	-0.06309817442848	-0.0725658589406054	0.0216926621991289	20.1659155097792	0.0597312924114826	0.0371495272248076	0.119501899436717	0.12574787825238	-0.0682263936031708	-0.0764653512586033	0.139964567401843	0.132313489814001	-0.0743078312127514	0.613275464905953	-0.0551825019315504	0.115931876280291	-0.0697719659761953	-0.00158666108597372	-0.0456338701048708	-0.0704469109759115	0.135613930604239	0.119474913059427	3.15757039183199	0.111155381003548	-0.00218217090562837	1.93946264162777	-0.0273710119091241	0.109263005616643
"Sample_2S14"	0.0265493028538108	-0.0489863503107067	0.934403331470166	9.71438025065952	-0.0198687134142693	-0.0138797250397558	-0.0431930350931731	0.013620954623977	0.0567660081335652	-0.0624111017515175	0.13848245287448	0.00266600339533756	-0.0515696250170421	-0.0508837028259106	-0.000861153486712794	20.6703465487869	0.0191838931707325	-0.00108335302438119	0.0584740307002115	0.0619254177604197	-0.0651725179893849	-0.0713356368216188	0.15211792407108	0.184532783879307	-0.0655928715960597	0.65690471245443	-0.0582763075663904	0.0537248415947079	-0.0603490593637629	-0.00752179195896274	-0.0477308183832784	-0.0533654251742962	0.055782278380311	0.0579085645567374	2.76672645941053	0.0585028630598444	-0.0050661268521982	2.12370495911065	-0.0199540883186595	0.0364128568017895
"Sample_2S15"	-0.00805903649340235	-0.0473774423002326	0.95227106754477	1.24932489932163	-0.0327200289126699	-0.0322699521706101	-0.0442572052015144	0.0411781829736246	0.103325737909727	-0.057706599988869	0.150262811182072	-0.0155015273792966	-0.0674545080745996	-0.0551420950271241	-0.0261093669533905	12.186243484501	0.0518536166852025	0.0190787362834198	0.0967319929191943	0.0977988000682461	-0.0705841016869557	-0.0752205266321993	0.176627838880122	0.136201196216075	-0.0653111733355052	0.696129153738293	-0.0609455985208545	0.104426629669868	-0.0686994955949635	0.0193295155372125	-0.043903496854113	-0.0669474702150762	0.0911635340796187	0.111933756731723	3.20202357357485	0.0954279495997384	0.00476508443971228	2.08274327583707	-0.0199194179885167	0.0832334906325828
"Sample_2S16"	0.0073165910432845	-0.0304111449140108	0.831599737705953	10.3778779858323	0.00170656980974179	-0.00960116253086181	-0.0430107994828817	0.0224906886619445	0.0711006000079872	-0.0635533712933935	0.167150126322546	0.00080530974862463	0.0304855245034461	-0.0527514740467469	0.0578090271330702	32.0640559175913	0.031735716350037	0.0135483500156025	0.0645812640492781	0.0698649060398702	-0.0576013621292493	-0.0742204367875293	0.138344915808948	0.11180678422694	-0.0704922593326227	0.816402328380742	-0.0576786876794269	0.0689514762202722	-0.0594576052096741	0.0165908047938289	-0.0437603639493711	-0.0528359260076372	0.054711041937242	0.0735690387726577	2.66600326942327	0.0600447420141119	-0.00205208311395657	1.97939683346486	-0.0241421966134117	0.0655475196588182
"Sample_2S17"	-0.0564193005355903	-0.0545778065311189	1.81406752549136	7.8529992394643	-0.0572337558850623	-0.0296288139854617	0.00408711688435688	-0.0158553326329951	0.0211055861889151	-0.0680859370440559	0.276657167242232	-0.0610026753276142	-0.0739917449354858	-0.0698843196045053	-0.0492398318294224	8.27127850094283	-0.00701597291634429	-0.0272954467032991	0.0208662584019948	0.0180997763245169	-0.0719333468810374	-0.0744767333906003	0.195270862860735	0.0331817296466117	-0.0702794620978141	0.448229843048098	-0.0557388951930675	0.0162934640073699	-0.0661647205920957	-0.000508843036125383	-0.0534539681284804	-0.0508971703449685	0.0137359276618514	0.0204866229447301	7.9159748330429	0.0160516653768203	0.0394102810362564	2.00136812785726	-0.00595160958101283	0.0206039010066258
