"ENST00000623130.1"	"ENST00000383869.1"	"piR-hsa-23317"	"ENST00000516053.2"	"ENST00000626826.1"	"ENST00000362154.1"	"ENST00000536684.2"	"ENST00000384886.3"	"ENST00000384278.1"	"ENST00000385273.1"
"Sample_2S23"	0.0131168568106696	0.0611455970888512	2.71724312154709	-0.0482464666743849	-0.00318733334656897	0.0929004827739647	-0.0512398916643747	-0.0504056813668223	0.0608462769469928	0.670293216741582
"Sample_2S24"	-0.0662239739587708	0.0593885237039775	17.2389406415637	-0.0327677718759388	-0.0680365598812101	0.153719733773991	-0.0544639147100217	0.0364543677128532	0.0462925855338391	1.02017806025571
"Sample_2S25"	0.00311248497569731	0.143096573452707	2.03231784107598	-0.0511002235747174	-0.00829164789100367	0.116799289459377	-0.0468374975879282	-0.0445555935303928	0.13830685466402	0.794941366907903
"Sample_2S3"	-0.0380759382081663	0.0974831990575712	3.33806785379167	-0.0392517855114554	-0.0391798417924001	0.133791184338445	-0.0481165387347125	-0.0207877521738106	0.0933286129215579	1.11731954791891
"Sample_2S4"	0.0358530357239869	0.138460839286704	2.30014721000407	-0.049205335584777	0.0275294289842994	0.155701361485991	-0.0215940635015106	-0.0380934088117954	0.14821485630416	0.828824740745957
"Sample_2S5"	-0.00377031460027031	0.0818743833415935	3.09715262761166	-0.0479591560909901	-0.0165024195979631	0.126457468092871	-0.0504752727297254	-0.0200410350906712	0.0861083041271778	0.81075231548425
"Sample_2S6"	-0.0601136435065816	0.0827056718495855	3.14809026251151	-0.0259913152402314	-0.0641665831224865	0.117243371650235	-0.0406040905997607	-0.0400197950405928	0.0896081502586846	1.14312928141926
"Sample_2S7"	0.0773652654512436	0.101898349788423	2.82426628991274	-0.0355132596371946	0.0360693190690334	0.126112101929751	-0.0404925654608106	-0.0285092145031693	0.113006770599639	0.936948544892615
"Sample_2S8"	0.0266420847982919	0.0669370399523673	2.40613826384166	-0.0119999879889434	0.0095934737457015	0.118533735453674	-0.0441005055331811	-0.00413831227081212	0.0651918648726322	1.62664668418884
"Sample_2S9"	0.0353738808526608	0.0617521926338078	2.03327280774936	-0.0394911581107305	0.00654428712158409	0.219952425463184	-0.0409209076169955	0.056468495278923	0.0653633590249547	0.947183774988342
"Sample_3S1"	0.0554672251361669	0.0614796556757674	1.9303500909428	-0.0396488980824894	0.0340099358683217	0.176125389257222	-0.0453508078474732	0.0359670589815372	0.0660848252233477	0.783524542032902
"Sample_3S10"	0.0723493078424642	0.0566637351348539	1.76063951640583	-0.0451416026614522	0.0376534932570542	0.241386371327398	-0.0394975754664857	0.076753694540293	0.0544350145132334	0.961713346411317
"Sample_3S11"	0.0276311790913538	0.152748847120532	18.7973045928644	-0.0489091935658955	0.000811843874173827	0.138057114664019	-0.0488354463722857	-0.00241585628706754	0.153800059216701	0.937773746344153
"Sample_3S12"	0.372460687881573	0.0933216482398495	6.41824119318827	-0.0428270206848245	0.283528740961745	0.203641933289786	-0.0379991348268387	0.0933651264480511	0.0993211943088936	0.704897021664085
"Sample_3S13"	-0.0619060390177314	0.0750539939661241	7.08336171229621	-0.0449266754982656	-0.0631780648499713	0.256258926111328	-0.0479516773000382	0.0877919273756138	0.0797954215483424	0.900729338534995
"Sample_3S14"	-0.0336985284844489	0.0978134657744356	10.0423646545199	-0.0403179721856767	-0.0378699943639149	0.122420859095662	-0.0394207811646459	-0.0230971156515674	0.0921801368602954	0.770303568743444
"Sample_3S15"	-0.0435917070376968	0.0923639550475464	12.5704684009948	-0.050292682605883	-0.039791106057536	0.0888851839803287	-0.0295545904966807	-0.0509109593157394	0.0895088967900584	0.673121671705236
"Sample_3S16"	-0.0653470914066825	0.0761284666162758	1.16569369500545	-0.0287126360885283	-0.0610346651494602	0.109630686364244	-0.0478781673834746	-0.0426299640085452	0.0736230151425097	0.917843088207445
"Sample_3S17"	-0.0227832703055187	0.0485857339628569	14.9341285024976	-0.0562914120585071	-0.0284434078688945	0.150818462113175	-0.0411135783644353	0.0369250234745297	0.0580637841793108	0.738837390950768
"Sample_3S18"	-0.0473247101987117	0.0867835221578408	1.43377714743697	-0.0495847073717318	-0.052476332696907	0.147429745062533	-0.0394010999014961	-0.0187888495757947	0.0912117021447856	0.681532934512149
"Sample_3S19"	-0.04190808655002	0.0584206508613643	0.973667441458411	-0.0549852826262019	-0.0502954928088122	0.121009806342783	-0.0448722148044843	-0.0325707819661035	0.0637203887716194	0.636994204695044
"Sample_3S2"	-0.0657305831295693	0.0986329944710341	3.3861805645666	-0.0298848525857096	-0.0627259616294161	0.141446945606545	-0.0427290977387538	-0.0389205854899957	0.0963592355211732	1.04343482953499
"Sample_3S20"	-0.030334724642272	0.0882261936528535	10.0423348424291	-0.0375565055033903	-0.0343075925963736	0.146586937534404	-0.039549158550061	-0.0319873369626917	0.0988357116906845	0.950152085814226
"Sample_3S21"	-0.0635048893850879	0.0933387010721834	12.8247305342471	-0.0452935765581617	-0.06012159949152	0.110472121806095	-0.0453290800646821	0.0134683088523846	0.0871260705241202	0.825902337557291
"Sample_3S22"	-0.0506491392867135	0.0648640601649636	2.79466893894676	-0.0337883125773625	-0.0552065868052589	0.140215254746888	-0.0410597827471967	-0.0279230798974326	0.0649630295623855	0.969654261536352
"Sample_3S23"	-0.054907879935879	0.0697678037420446	3.56172149068162	-0.0401000397989814	-0.0585165028504325	0.154228511374137	-0.0462764550895753	0.0271509738521748	0.0691627138009002	0.944300885246108
"Sample_3S24"	-0.0565317279340202	0.117602464240191	14.8803138664303	-0.0320377804994553	-0.0543868232757418	0.098954031162485	-0.0404015843356073	-0.0545896459526555	0.109638792935465	0.798064180795522
"Sample_3S25"	-0.0536556043972338	0.0490696467243577	9.39320585372805	-0.0419732675480708	-0.0554056159865842	0.130060668122275	-0.0504821007150923	-0.0305914002040898	0.0489242198887256	0.993253829411853
"Sample_3S3"	0.127786125703099	0.100085331468321	2.83646470181729	-0.0480883277044007	0.0986224472411496	0.13082508234613	-0.0340426806740238	-0.0180200276863629	0.100965819922371	0.809907152372065
"Sample_3S4"	0.0341989505044255	0.0529796506725693	1.84871949810609	-0.0236942788679631	0.00662555617533869	0.33883759331987	-0.0411453232390224	0.430585092351786	0.0492035230499795	1.11686206972902
"Sample_3S5"	-0.0357800119207493	0.0780779170703977	2.60158378341969	-0.0374472128601728	-0.0360163765501873	0.122862997023589	-0.047795353987586	-0.0240787058301007	0.0797361312989899	0.891304830894878
"Sample_3S6"	-0.0592908516491182	0.103441909467394	2.82872275492449	-0.0380650599098573	-0.0554619624738722	0.122223614725059	-0.0430429625643142	-0.0372311337639633	0.0937618269557052	0.995443099617021
"Sample_3S7"	-0.0587493053306997	0.109936623303359	2.86543672826908	-0.0342582294877215	-0.059493100563082	0.12278555361015	-0.0404674020858529	-0.0579249989606131	0.103087748141164	0.905787427104337
"Sample_3S8"	0.179152911075191	0.0772755166196852	2.55997685858852	-0.0472650607872621	0.176427065211519	0.104829331744483	-0.0257125071385141	0.00786026051265831	0.08421275715595	0.625473836554697
"Sample_3S9"	-0.0586729679582712	0.0892114927133939	3.17592887216773	-0.0495617922716468	-0.0606385154461788	0.146028877822839	-0.0446790373373186	-0.0218929015530342	0.0827314021114896	0.959426936568802
"Sample_4S1"	-0.0607495257675154	0.0845792978682369	2.5956556624905	-0.0488932491358421	-0.0557598400090512	0.164799651991534	-0.0447094137876716	0.0230300734742891	0.0837300498801074	0.8928123289356
"Sample_4S10"	0.00745647299159717	0.129272675393434	2.08413145426002	-0.0462135048800048	-0.0102483959559685	0.114430083795338	-0.051544340706337	-0.0301999778676037	0.124983156454	0.76110889380808
"Sample_4S11"	-0.0626376293072161	0.0527514232774361	14.5986651160226	-0.033591438500232	-0.06355392598287	0.128404832178706	-0.0433160030446718	-0.0418679816862045	0.0542831302036993	0.968094622339409
"Sample_4S12"	0.0836685661695477	0.0679839926620481	11.60593530547	-0.0415586034975703	0.0501031309128567	0.134010165019801	-0.0473562716291556	-0.0271068598103872	0.0697355613815331	0.743031438720237
"Sample_4S13"	-0.0424929053459284	0.101417497068335	11.4363283360025	-0.0307906551995131	-0.0501061993713416	0.123788764886104	-0.0356045920221254	-0.0475028133507546	0.102395862507272	1.02791604714556
"Sample_4S14"	-0.0385017499249875	0.101251242986068	1.52836497914195	-0.0427243407511696	-0.0445730517411359	0.114863191927038	-0.0467958050081417	-0.0483391454007535	0.105348104645155	0.915028013102198
"Sample_4S15"	-0.0263781475062965	0.0915662885913872	13.3789016679615	-0.0371103061125079	-0.0383414689848779	0.114204535495261	-0.0418497622051569	-0.0352940826535978	0.0858808126325126	0.831102678055141
"Sample_4S16"	0.0514415447720231	0.102561980326955	0.884318484232727	-0.0197538623320865	0.0360196415439568	0.135517855940094	-0.0451042029450389	-0.045724909949415	0.111364599581353	1.08558244698256
"Sample_4S17"	0.029649225107378	0.0800058797997539	11.4419296766566	-0.0461688147384159	0.00466998203208707	0.133568070845093	-0.046246264913689	-0.0578962384066105	0.0643341207035783	0.789529008123624
"Sample_4S18"	-0.0545740652719559	0.0924538248879074	8.72514052407381	-0.0387545056380802	-0.0479878601632398	0.125741556162723	-0.0405815775318268	-0.0386654129304185	0.082007076494795	0.697741796195183
"Sample_4S19"	-0.0172222826278774	0.0802944931346253	9.30953100535579	-0.0374733220771421	-0.0230066589963163	0.112542030304967	-0.046486612303442	-0.0205440762808034	0.0816069489483825	0.807150500925393
"Sample_4S2"	-0.0277366652252377	0.0906073958015139	2.43568619784886	-0.032131137028904	-0.0350641958906232	0.121669616216594	-0.0489151878754112	-0.0469600978045886	0.0940295049990464	1.32391001893347
"Sample_4S20"	-0.0593985401051398	0.103317524646783	12.9508545010204	-0.0388660720813541	-0.0639627465572838	0.123585503463094	-0.0454254805391038	-0.037531449109626	0.0919111062145091	0.926580569666124
"Sample_4S21"	-0.0331271641888484	0.0651476272168765	8.59290828430529	-0.0432729881463366	-0.0416682942507812	0.12490713117497	-0.0510206693520844	-0.0587495542561404	0.067908045928863	0.914960334237635
"Sample_4S22"	-0.0329424470517172	0.0736129897009078	14.5030448920308	-0.044776520925456	-0.0419101850845297	0.114287615282557	-0.0482080802191287	-0.0492764988877123	0.0675863326494957	0.76251308412163
"Sample_4S23"	0.123666431448536	0.0948484178345615	1.13229740872919	-0.0548986283954225	0.0671440801867704	0.195750204119242	-0.0378400888768797	-0.00768878833411891	0.0826740183995729	0.951931467292843
"Sample_4S24"	-0.0377708759849686	0.0895825424678642	2.19357985374109	-0.0456755456414487	-0.0327719113913225	0.187600867719013	-0.0319691728511508	-0.0556489333395073	0.0845815088838298	1.04227290580403
"Sample_4S25"	-0.0617489936852519	0.082959261220321	11.7984958579005	-0.0311286432943914	-0.0620449534195306	0.130881121841178	-0.0375900463375682	-0.0421569087781261	0.0823189386599194	1.01752900388816
"Sample_4S3"	0.0382683110710324	0.102572077377566	2.13238234577315	-0.0455860989190216	0.0260098149167127	0.138274008190328	-0.0412618428349264	0.0250228796394283	0.110791643423896	0.604968899602187
"Sample_4S4"	-0.0363001543052777	0.1996454923054	3.74112814818247	-0.0440757107746252	-0.0416303755362258	0.197383517536422	-0.000368186477209797	0.0211792038729575	0.181819355841222	0.944207788964297
"Sample_4S5"	0.0903831593024361	0.0859724891076509	2.37274369967505	-0.0160002614402978	0.0584689888097832	0.134857549427452	-0.0421556720100587	-0.0534355483571615	0.0794749193178363	1.55308876386757
"Sample_4S6"	0.102991800548762	0.0894053550607167	2.99754773069886	-0.0484466811045571	0.0858311491592754	0.161215694337027	-0.0284040345566118	-0.018183673224583	0.0885623741634206	0.829842972219636
"Sample_4S7"	-0.0586094820514735	0.0999615140456199	3.43032509492417	-0.0484463300992197	-0.0554967340767743	0.134124920064323	-0.0441636595560989	-0.0424166158810899	0.103132701657454	0.975176264069652
"Sample_4S9"	-0.00756891218677759	0.073671545450795	2.8219325374996	-0.0541114638376916	-0.0201527618366699	0.123511693726893	-0.0445382423333578	-0.031884440065264	0.0813622062085175	0.820141020695365
"Sample_N1"	0.0421226305899402	0.0680805699495593	14.3788564345051	-0.0239676231136085	0.0234480788005193	0.103283147452184	-0.0515068635206166	-0.0503319611469318	0.075868031205547	1.2561037784574
"Sample_N10"	-0.0410468986227138	0.0684359146311642	16.7688770828538	-0.0301371363397392	-0.0477957676152496	0.13605153264655	-0.0470819906157016	-0.0310943270844364	0.0703067961247329	0.961620406484644
"Sample_N11"	-0.0481602882781813	0.0930855117124964	17.150370963606	-0.0253410361420282	-0.0544287145635811	0.147572315522786	-0.0437442037608802	-0.0488115029775888	0.100954688464999	1.13816737060551
"Sample_N12"	-0.051614850599225	0.104709008003454	19.7749031192205	-0.0257998176254716	-0.0605496390022805	0.141076651935414	-0.0559569746072491	-0.0125216573783697	0.114904246349047	1.03426517617587
"Sample_N13"	0.00794882867359147	0.0581299276855926	8.94800024673806	-0.0204404527692113	-0.015441463647158	0.168259688979058	-0.0417349019684751	0.0191344670051194	0.0512448884470739	1.13861334212817
"Sample_N14"	-0.0559425556618231	0.0736329078354898	17.2520495462146	-0.0402350259577172	-0.0510228689582001	0.125507810697667	-0.0484999301178611	-0.0599321719124651	0.0828653746913581	1.06516240366643
"Sample_N15"	-0.0203914325808078	0.10363938434408	20.1866972184351	-0.0209550957159473	-0.0309128399090795	0.148084524398137	-0.0273302219619013	-0.0348244024921464	0.09696391199284	1.14449720906901
"Sample_N16"	-0.0469797063641196	0.099870478289076	2.96411595793322	-0.0396242871474654	-0.0523752505421122	0.167950446970498	-0.0378597699519008	0.0428090837384987	0.080940594340078	0.948008025560014
"Sample_N17"	-0.016637723817745	0.052106367448586	21.4307630244066	-0.0351601573929252	-0.0276032889481645	0.172936014832207	-0.0529956176756339	0.0212946596759274	0.0505105436160467	1.36175504831096
"Sample_N18"	-2.52714100051155e-05	0.0676914424248571	14.5755191916257	-0.0307083364340121	-0.0121297206168248	0.153408016782219	-0.0352591176930359	-0.0256736377754076	0.0738826226374129	0.903606040709286
"Sample_N19"	-0.00592218355289808	0.0692241808875812	16.4547065305475	-0.027523023795101	-0.0224772826674652	0.139412984685882	-0.0110242294637327	-0.0495510176450575	0.0805401843384199	1.13087007601132
"Sample_N2"	0.0111686995179205	0.102877103876863	14.9461679050396	-0.0311872170417042	-0.00468282926521273	0.12388987040444	-0.0539180420476273	-0.0402703747239467	0.0943630318100057	1.04216455421405
"Sample_N20"	-0.036340596704768	0.0698451786747612	2.77104586718458	-0.0379770439503224	-0.0283743127344225	0.104558220699559	-0.0509004636485947	-0.0195647823352525	0.0800807263935643	0.914209107044226
"Sample_N21"	-0.0406258941946518	0.0708134559159599	16.6024239345143	-0.03557520132476	-0.0403188234789219	0.109130704203649	-0.0553634930298203	-0.0263769029542157	0.062604399693752	0.927761635346583
"Sample_N22"	-0.0417279543556914	0.0617413158967889	16.1676820565983	-0.0363583808911624	-0.0491310952596215	0.13807202708439	-0.0326033602827167	-0.0320821517135518	0.0620748460890123	0.943681852258474
"Sample_N23"	-0.0646194984755962	0.0837840564040017	3.01475714332022	-0.0229071631599511	-0.0578800365994648	0.158720515196447	-0.0395409596429103	-0.012167391752114	0.0902981759318237	1.13787689692303
"Sample_N24"	-0.0624401749478895	0.0647515939336065	17.9689060294475	-0.0260114241377298	-0.061351394056496	0.125485781790846	-0.0521947552771038	-0.0394761713075118	0.0672473653384982	1.12627498942961
"Sample_N25"	-0.0364600965111003	0.110097813425128	11.7489203437704	-0.0352074840122721	-0.0430781824656128	0.145849505532446	-0.0490050864941541	-0.0485355386312426	0.113055739392727	1.05969837050111
"Sample_N26"	-0.0548134677348069	0.0708345428312518	10.0501650035403	-0.032035087010945	-0.046926662749299	0.121331374712978	-0.0385415781491339	-0.0397834931791552	0.0805401533063897	1.08053127747572
"Sample_N27"	0.119812767194452	0.0685176145128084	13.5291234627413	-0.0391445927387793	0.0923148547311153	0.118742118812598	-0.0511059072648123	-0.00216332460767366	0.079441962532483	1.06746784813942
"Sample_N28"	-0.0121239585959222	0.045542956866345	6.59915385800533	-0.0305540302110528	-0.0280376025648614	0.128528946051854	-0.0511995721146757	-0.0174149828334423	0.0551968078299345	1.14206201785793
"Sample_N29"	-0.0340408990119323	0.0767282912573019	9.80155004884657	-0.0284529209823572	-0.0383431378358523	0.127933432279749	-0.0437649795180882	-0.0367055043967311	0.0702043285961173	1.20101360900936
"Sample_N3"	-0.000143314226092846	0.114775599340979	20.5941532283552	-0.0214734590879849	-0.018286644534406	0.128581416430524	-0.0397318233986283	-0.0429318717915523	0.119117491248799	1.13455829060578
"Sample_N30"	-0.0339105923012091	0.0961560497938593	10.331986710771	-0.0361192843011232	-0.0352884004948471	0.136394030364148	-0.0512374868144619	-0.0368035952752695	0.0950445997057273	1.12522590245868
"Sample_N31"	-0.0461545733396976	0.0964356630572338	11.2847709816515	-0.026199561763086	-0.046975213551349	0.130453251407362	-0.0359406650335132	-0.0420473838274045	0.09960288954826	1.10481783435646
"Sample_N32"	0.0563236605615205	0.0820784776627521	0.97610173773251	-0.038642959087078	0.0278566557284847	0.136137267545114	-0.0528977371424607	-0.0281880972593147	0.0961976549162751	1.03664287985967
"Sample_N33"	-0.0319561610550577	0.0887973905706512	12.169145134014	-0.0400093567486296	-0.041522101556891	0.0916007906458839	-0.049894698201329	-0.0580575355860437	0.0861639721325705	1.01391234085073
"Sample_N34"	0.0599116431601387	0.148149978905399	16.4359306945508	-0.0469439710060445	0.0503181030091929	0.15386457798563	-0.019861579282678	-0.0446324647427697	0.150973992810567	0.952157125047325
"Sample_N35"	-0.0226938364920111	0.104075310113122	12.4430442328478	-0.0456785187529651	-0.0219184453149898	0.129851125522186	-0.0512212836271641	-0.0338156956494825	0.104607633716675	0.816820245539026
"Sample_N36"	-0.00621050518732773	0.0828950107839081	1.51535776270532	-0.0363145722576188	-0.0201430276896	0.153842749545871	-0.0437764086789514	0.0183049979331453	0.0914576978676533	1.06552704448674
"Sample_N37"	-0.00678611375091142	0.0734874196751882	0.704370247887508	-0.0253341091764454	-0.0257918563936262	0.093165775123898	-0.050527300851506	-0.0537700495829849	0.0771516172049684	1.16831073614501
"Sample_N38"	-0.0245189398974808	0.0836711137959592	9.70391060884218	-0.0356376356360637	-0.0298265056149438	0.133430874117126	-0.0532361112910828	-0.0388792988975335	0.0752485943884499	0.99482753484555
"Sample_N39"	-0.0260474270440251	0.0824666296480749	7.31516993792086	-0.0347936868480847	-0.0380256770092004	0.137047576612882	-0.0523377659760641	-0.0360998527829217	0.0833981573183509	1.02338132801206
"Sample_N4"	-0.0249870131204866	0.0859800462066571	18.0367228024771	-0.0368065362909847	-0.0346099114957461	0.135610949837445	-0.0422561082471887	-0.0394366862094742	0.0893514350234882	1.03573558872106
"Sample_N40"	0.0150320881409357	0.12449241094359	5.73809624109019	-0.0111391558340186	0.0124720423742693	0.11028611484354	-0.0527816985349639	-0.0297818679245235	0.127391510346134	0.968885528966961
"Sample_N41"	-0.0266538216360871	0.102323948279939	10.8150690825595	-0.0296829243406905	-0.0321238491357679	0.15107422712441	-0.0438858385515739	-0.0393369151607045	0.107266330203127	1.0499624899254
"Sample_N42"	-0.0237422195851427	0.0818711043212068	9.29263769537508	-0.0447257595477718	-0.0300406901557808	0.219142823265573	-0.0539102713232314	0.165986130416264	0.0829212479210469	0.814870687228605
