"ENST00000623130.1"	"ENST00000383869.1"	"piR-hsa-23317"	"ENST00000516053.2"	"ENST00000626826.1"	"ENST00000362154.1"	"ENST00000536684.2"	"ENST00000384886.3"	"ENST00000384278.1"	"ENST00000385273.1"
"Sample_N43"	-0.0579416295600937	0.0732479664885991	15.9671167548626	-0.0368993936928311	-0.061959658714269	0.124795276069306	-0.0391655098509399	-0.0479646078182713	0.0752285578468337	1.03002750829348
"Sample_N44"	0.00504755100517314	0.103663673099775	2.28883195087189	-0.0311522603916476	-0.0122742072745733	0.120828776604831	-0.0266509391303739	-0.0479511472446491	0.118508752004205	0.802297573654203
"Sample_N45"	-0.0542591510432164	0.0918385329258839	15.7705590785091	-0.0276983524902989	-0.0571486067450688	0.137635099670774	-0.0504422787079637	-0.0365950309979689	0.0959135201002976	1.16331350758806
"Sample_N46"	-0.00619848229079689	0.0762708259709926	12.7925196845423	-0.0237568920897841	-0.00335433462106598	0.186347875273425	-0.0511438752285543	-0.0382929819541202	0.0716258687828374	1.06766655595048
"Sample_N47"	-0.0570364274671453	0.0769274489391466	16.4424138394704	-0.0309609797805353	-0.0596779945171672	0.113590952854118	-0.0437349767679153	-0.0292864961857242	0.0890774148913075	1.02227246752388
"Sample_N48"	-0.068208435187075	0.0606190800248018	2.00490661910135	-0.03633560073276	-0.0678479689432836	0.059036972286871	-0.051902531932513	-0.0553970756775815	0.0690488690047316	1.0744951139465
"Sample_N49"	-0.0553479107617629	0.135028598164759	4.33806387384309	-0.0329552423958603	-0.0570604511385737	0.147665235580205	-0.0302503488764069	-0.0111952155174563	0.126691871257344	1.30663983873083
"Sample_N5"	0.0186186893737975	0.104163132744146	19.0275845995642	-0.0359900048929364	0.00393351102988245	0.155928795164916	-0.0478594632545556	-0.0401518125784684	0.110206425897586	0.930882532637276
"Sample_N50"	-0.0570761382014909	0.114607206389029	2.54593990535933	-0.0311111003765352	-0.0582563543425362	0.150603701633125	-0.0386326313588499	-0.0380448936770864	0.114264722886698	1.17896920761729
"Sample_N6"	-0.0619563089251524	0.0931968012561298	21.5104483561229	-0.0108213908511029	-0.0670192620020543	0.177770218920167	-0.0415883583160791	-0.000477330257841906	0.08752443023613	1.40414135809084
"Sample_N7"	0.0320016985513249	0.089347589914336	18.5746361799793	-0.0525075014533527	0.00646171104292158	0.135829399008581	-0.0519904165596924	-0.0237602642441276	0.0883227828268973	0.799220499593393
"Sample_N8"	-0.0521802433996599	0.0729248810733058	14.4632840004615	-0.0308924004920939	-0.0544882956692566	0.127952219949012	-0.0381699635288722	-0.0479023020608766	0.0854712359314893	0.955296498168366
"Sample_N9"	-0.0189573067472856	0.0847776030771473	2.47326239456097	-0.030224534966583	-0.0317833228300508	0.12220261495584	-0.0432979233699262	-0.0485860289464112	0.0872442894062989	1.01077864243049
"Sample_Pan01"	-0.0455204992586887	0.065258402900166	11.1514851204377	-0.0472393866087831	-0.0549826749499616	0.144036598782151	-0.048651594337873	-0.0378890496193563	0.0762186244443796	1.0033015299709
"Sample_Pan02"	0.0437457247716996	0.11121954860859	7.07800015274494	-0.0346414885929483	0.00329269740822412	0.123752364554974	-0.0515472588272809	-0.0423361216643986	0.110947690724429	0.934375346304748
"Sample_Pan03"	-0.058001494369191	0.0776893357287477	8.37218456328205	-0.0344234313135724	-0.0535294769665683	0.154189080104762	-0.0443687321986112	-0.0190170346927936	0.0726255629814377	1.05788114312489
"Sample_Pan04"	-0.0380572290700915	0.0845714139422527	7.44024824838125	-0.0362386024387705	-0.0339619416533257	0.103198547769005	-0.047879485173962	-0.0387436603345141	0.0856033494663849	0.855444250527488
"Sample_Pan05"	-0.0329971190664735	0.0797001571216095	8.68500330717885	-0.0478408516765334	-0.0241697444588604	0.145846551718724	-0.0340351146512501	-0.0124894794506199	0.0765350992519034	0.781596782797381
"Sample_Pan06"	-0.0631912360282455	0.12851905974616	8.52826941599122	-0.040632259947114	-0.0681828247089726	0.118026668029646	-0.0580013763662254	-0.0454661265169293	0.128752164060618	0.976520543197304
"Sample_PC1"	-0.0636871617454669	0.068767822136442	2.5529598443978	-0.0327438465184912	-0.0613953252632548	0.110642806568847	-0.0460683371617923	-0.0507815830931848	0.0644403895688723	0.850473794066553
"Sample_PC10"	-0.0575726966918777	0.0865610210434812	20.6640200184883	-0.0425041721766523	-0.051869243042671	0.119690641875926	-0.0456252346231008	-0.0474023542314902	0.0869003377384042	0.81962090016895
"Sample_PC11"	-0.0700165600794076	0.0517372175384827	18.9803873909414	-0.0430420350644953	-0.0670537080696933	0.119346203108602	-0.0520720840785982	-0.0472417351707449	0.0583251488364901	1.05962907995411
"Sample_PC12"	-0.0570851810730049	0.0487562757869286	2.69556097358109	-0.0272744818724035	-0.0563126799869501	0.107454058622837	-0.0485915725867909	-0.0582201986093275	0.046380438975261	1.20591711670151
"Sample_PC13"	-0.0639034914181254	0.0548477517157995	2.5873352107237	-0.0410677632030858	-0.0602508302147054	0.10645184897247	-0.0506590818933942	-0.040528048633788	0.0567000806620242	0.718185354801706
"Sample_PC14"	-0.066158713961083	0.0507061196074333	23.1094718133761	-0.0430484761871912	-0.0661657692304229	0.0980132391268225	-0.0523181546638829	-0.0575244572581424	0.0577223518417758	0.83237947568379
"Sample_PC15"	-0.0606525217108289	0.0602116320910749	19.4796695347663	-0.0434639071921341	-0.0600518863233863	0.0932865801471066	-0.0496438653290788	-0.0589006466618175	0.0751410467441979	0.627351833261906
"Sample_PC16"	-0.0555582461051403	0.0530960001051792	16.7500444292039	-0.0332470526608118	-0.0572846295310809	0.101697369565891	-0.0517845634950275	-0.0528954483976858	0.0493607000032622	0.915764835758704
"Sample_PC17"	-0.0625703954923089	0.0616879059362784	19.1865191300047	-0.0341946405507891	-0.0620710821042312	0.10119862566817	-0.0481143301638209	-0.057982766578959	0.0584593115496109	1.01646264179769
"Sample_PC18"	-0.0569395862597884	0.0470029973432633	2.52451768791679	-0.0593041532918259	-0.0540573302473387	0.10882578854627	-0.050517528845775	-0.0642613198720826	0.0486474368774608	0.685685025365756
"Sample_PC19"	-0.0619508573787352	0.0611571076330162	1.74911322212858	-0.0447154096465849	-0.0603551217894719	0.106124825962618	-0.0545688870747416	-0.056393144083068	0.0606837340227385	0.971364868667479
"Sample_PC2"	-0.0677570083488584	0.0271940528304239	19.2305071657367	-0.0389596646019854	-0.0672002582007657	0.111650103788957	-0.0505484561323152	-0.0413630604858237	0.0319777803247603	0.927147942518696
"Sample_PC20"	-0.0628901420144416	0.0793563730425345	2.47446087887624	-0.0449207958497141	-0.0614626884763676	0.113792066603983	-0.0428292746800679	-0.0544219455031906	0.0799532948706969	0.826190692221584
"Sample_PC21"	-0.0455569569350388	0.0504833813152664	0.885631344478123	-0.046642920898632	-0.0431457277512692	0.159090686434544	-0.0496152923278425	-0.0558222517749232	0.0507496795659568	0.715931249542793
"Sample_PC22"	-0.0707165436436871	0.058027480178828	9.42262254685383	-0.0342365846375941	-0.0691386477430776	0.115603303639834	-0.0536689369843209	-0.0359508740075978	0.0601245441736341	0.856489358702795
"Sample_PC23"	-0.067851332277891	0.0438584844088815	12.3469127950606	-0.0573492890075415	-0.066653335044686	0.173853370799289	-0.0517284364147874	0.0295453339933632	0.0452377355946528	0.672454132939566
"Sample_PC24"	0.0033050010472161	0.103929478746658	5.53888144892539	-0.049654685228031	-0.00898165324304768	0.0871466517808681	-0.0532295917529882	-0.0656101361551654	0.100825093259625	0.561205956243218
"Sample_PC25"	-0.0722228742234176	0.0498319148112842	9.41434339260802	-0.0470888977804354	-0.0702937462066839	0.19286226810353	-0.0515727824620135	0.000135702598345193	0.0580359086704306	0.753791091481022
"Sample_PC26"	-0.0601188366251251	0.038748880311437	7.83045876437335	-0.0486947983186704	-0.0628442688495552	0.139119180666084	-0.0519596277070902	-0.0455205218988257	0.0324338835111866	0.897162906836995
"Sample_PC27"	-0.0641454962822875	0.0671797954645909	12.6464664932144	-0.0545018880515124	-0.0658660509760788	0.136755018899132	-0.0501379984564885	-0.0448996002358963	0.0590000137854742	0.71232440701714
"Sample_PC28"	-0.0670018634525292	0.0571596594429754	10.3432942437171	-0.0343351904330361	-0.0660600342032057	0.096125667151701	-0.0551275793241386	-0.0569369939493639	0.0511094419388126	0.864305592512785
"Sample_PC29"	-0.066383209810984	0.0663067928306788	10.6251049515011	-0.044827228290309	-0.0635717438180583	0.116042260480609	-0.0527878324711376	-0.0475146598153269	0.0656889672018219	0.809439100052085
"Sample_PC3"	-0.0632686900862981	0.0438055122007067	18.6135052147563	-0.0459552196554898	-0.0619953997003761	0.260142436552899	-0.0513083046029958	0.0820212626699792	0.0436825881265282	0.880470837895983
"Sample_PC30"	-0.0557043821819958	0.0706072818716891	9.12350851768905	-0.0375197513942945	-0.0580528026220842	0.10074785111958	-0.0507495376853372	-0.0589924785855645	0.0743447495198063	0.881799138958809
"Sample_PC31"	-0.0680932169915391	0.0585209644022988	1.53987503868567	-0.0485568922142792	-0.0627431310554343	0.103958295584676	-0.0470303620223066	-0.0613910297498544	0.0535713441061239	0.784963613537426
"Sample_PC32"	-0.0717542023722711	0.048079258189946	13.5179822258737	-0.0503790957108308	-0.0675730350882886	0.106734493590535	-0.0492838929077661	-0.0535885616190648	0.0413782091906682	0.713822750616802
"Sample_PC33"	0.000644808898479651	0.0337508725132817	10.6953166732241	-0.0520877016742509	-0.00380271853734663	0.131891111814578	-0.0481235930886845	-0.0621172341120563	0.0478854155947801	0.819597456028541
"Sample_PC34"	-0.0704959620482513	0.0385938677524208	15.3412291268417	-0.0481960969695883	-0.0712396066912981	0.131376383281985	-0.0483593256947867	-0.0320094924953265	0.0401074259911536	0.843188474965027
"Sample_PC35"	-0.0689966240573814	0.0803067424006672	15.6528454162427	-0.0447759705135911	-0.0686407462984902	0.117542921803017	-0.0415715767516879	-0.0648286160609988	0.0838874921092376	0.878378764395281
"Sample_PC36"	-0.0646820610233133	0.124254474681895	2.03029598620315	-0.0515332782231282	-0.0588723215508615	0.130724322119515	-0.0561053174227948	-0.0578579289418703	0.119450576139887	0.885676823600163
"Sample_PC4"	-0.0579920167247253	0.0855382786765361	11.0182866925164	-0.047336481742546	-0.0515145759355788	0.0652343654659576	-0.0441359159045967	-0.0597700902913523	0.0909153671417499	0.530503442598852
"Sample_PC5"	-0.0182758444963332	0.12641142907063	14.5463589098431	-0.0382044053216008	-0.0267463190408982	0.0932995569798526	-0.0459934320007861	-0.0468691654628554	0.132026657428114	0.668256984168004
"Sample_PC6"	-0.0640877128362814	0.0867571658313006	2.2708941833231	-0.0473565309072999	-0.0642355157990709	0.105929064116247	-0.0485596374498905	-0.058740332115222	0.0785838901259865	0.788605441408804
"Sample_PC7"	-0.03347336068867	0.0717540012530786	14.6285719769897	-0.041744981139326	-0.0302827792168213	0.101814206532222	-0.0469095928025302	-0.0489945621782995	0.073678856610408	0.630321895643545
"Sample_PC8"	-0.0672936227369677	0.0735017636833366	16.9801662006014	-0.0456975237515668	-0.0623037058720606	0.111360657431268	-0.0495384151189825	-0.0447968432281697	0.0658984650019263	0.81262898350216
"Sample_PC9"	-0.0540831726835198	0.0480653525922217	16.6004720281147	-0.0376787931967591	-0.0601749409370345	0.111543362373303	-0.0449678849236653	-0.0424505516773878	0.0503090870001951	0.857669127209151
